filename,typ
TISDC2025/real/建築與景觀/L71326936_3.jpg,real
TISDC2025/real/建築與景觀/L70425032_2.jpg,real
TISDC2025/real/建築與景觀/L70625384_1.jpg,real
TISDC2025/real/建築與景觀/L71532465_2.jpg,real
TISDC2025/real/建築與景觀/L70725785_2.jpg,real
TISDC2025/real/建築與景觀/L62824240_1.png,real
TISDC2025/real/建築與景觀/L61422405_1.jpg,real
TISDC2025/real/建築與景觀/L70625384_2.jpg,real
TISDC2025/real/建築與景觀/L62323653_1.jpg,real
TISDC2025/real/建築與景觀/L70725935_2.jpg,real
TISDC2025/real/建築與景觀/L71427214_2.jpg,real
TISDC2025/real/建築與景觀/L71427183_2.jpg,real
TISDC2025/real/建築與景觀/L60321696_2.jpg,real
TISDC2025/real/建築與景觀/L71427183_1.jpg,real
TISDC2025/real/建築與景觀/L71532181_3.jpg,real
TISDC2025/real/建築與景觀/L71532212_2.jpg,real
TISDC2025/real/建築與景觀/L52621447_2.jpg,real
TISDC2025/real/建築與景觀/L70425032_3.jpg,real
TISDC2025/real/建築與景觀/L71326936_2.jpg,real
TISDC2025/fake/P70625315_3.png,fake
TISDC2025/fake/P61923312_1.jpg,fake
TISDC2025/fake/P61923312_2.jpg,fake
TISDC2025/fake/插畫.jpg,fake
TISDC2025/fake/P60921963_1.jpg,fake
TISDC2025/fake/F71427261_B5.png,fake
TISDC2025/fake/L70926173_1.jpg,fake
TISDC2025/fake/L71126593_1.jpg,fake
TISDC2025/fake/P70625315_2.png,fake
TISDC2025/fake/P62423738_B5.jpg,fake
TISDC2025/fake/P62924353_1.jpg,fake
TISDC2025/fake/F60521800_1.jpg,fake
TISDC2025/fake/F71427261_2.png,fake
TISDC2025/fake/L71126600_1.jpg,fake
TISDC2025/fake/F71427261_1.png,fake
TISDC2025/fake/拼貼.jpg,fake
TISDC2025/fake/L70725830_1.jpg,fake
TISDC2025/fake/P61222141_1.jpg,fake
TISDC2025/fake/P70625315_B5.png,fake
TISDC2025/fake/F63024489_1.png,fake
TISDC2025/fake/P70826023_1.jpg,fake
TISDC2025/fake/F62924359_3.jpg,fake
TISDC2025/fake/P61923312_B5.png,fake
TISDC2025/fake/P70525242_B5.jpg,fake
TISDC2025/fake/L70725833_1.jpg,fake
